ICN,Corporation,Incorporation Date,Status,Status Date,Size,ABN,State,Post Code,Locality,Industry,ACNC Registered?,Numbe of Members,Numbe of Directors,Number of Directors with the Title 'Mr',Number of Directors with the Title 'Miss' or 'Mrs' or 'Ms',Number of Directors with no Sex-Identifying Title,Total Income 2019/20,Total Assets 2019/20,Number of Employees 2019/20,Total Income 2020/21,Total Assets 2020/21,Number of Employees 2020/21,Total Income 2021/22,Total Assets 2021/22,Number of Employees 2021/22,URL,,,,,,,,,,,,,
989,Itperlyenge Aboriginal Corporation,09/02/1990,Registered,9/02/1990,Small,,NT,0872,Hugh,Housing and tenancy; Other; Other services,,19,3,0,3,0,< $100K,< $100K,0,< $100K,< $100K,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=989,,,,,,,,,,,,,
990,Yungarl Aboriginal Corporation,09/02/1990,Deregistered,26/09/1995,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=990,,,,,,,,,,,,,
991,Wurrkleni Aboriginal Corporation,12/02/1990,Registered,12/02/1990,Small,,NT,0801,DARWIN,Land and waters management?care for Country; Other,,28,8,5,3,0,< $100K,< $100K,0,< $100K,< $100K,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=991,,,,,,,,,,,,,
992,Jangirurlu Aboriginal Corporation,12/02/1990,Deregistered,8/03/2023,Small,,NT,0832,JOHNSTON,Community services; Health care and health promotion; Land and waters management?care for Country,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=992,,,,,,,,,,,,,
993,Ngurrdalingi Aboriginal Corporation,06/03/1990,Deregistered,21/12/2011,Small,30551337233,NT,0850,KATHERINE,Communication services; Other,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=993,,,,,,,,,,,,,
994,Red Sandhill Aboriginal Corporation,22/08/1990,Deregistered,24/10/2009,Small,,NT,0871,ALICE SPRINGS,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=994,,,,,,,,,,,,,
995,Gillawarra (Aboriginal Corporation),27/02/1990,Deregistered,6/04/2005,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=995,,,,,,,,,,,,,
996,Warrana Aboriginal Corporation Employment and Training Development,15/03/1990,Deregistered,27/09/2011,Small,27730793286,NSW,2824,WARREN,Education and training; Employment,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=996,,,,,,,,,,,,,
997,Murnkurni Women's Aboriginal Corporation,15/03/1990,Deregistered,28/05/2001,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=997,,,,,,,,,,,,,
998,Comoo Aboriginal and Torres Strait Islanders Corporation,15/03/1990,Deregistered,27/08/1996,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=998,,,,,,,,,,,,,
999,Aliyawe Aboriginal Corporation,27/02/1990,Deregistered,10/09/2003,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=999,,,,,,,,,,,,,
1000,Ninu Aboriginal Corporation,27/02/1990,Deregistered,24/10/2009,Small,,NT,0871,ALICE SPRINGS,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1000,,,,,,,,,,,,,
1001,Alkngarintja Aboriginal Corporation,27/02/1990,Deregistered,24/10/2009,Small,,NT,0871,ALICE SPRINGS,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1001,,,,,,,,,,,,,
1002,Malinja Aboriginal Corporation,30/05/1990,Deregistered,24/10/2009,Medium,,NT,0862,ELLIOTT,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1002,,,,,,,,,,,,,
1003,Rontji Aboriginal Corporation,22/08/1990,Deregistered,24/10/2009,Small,,NT,0871,ALICE SPRINGS,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1003,,,,,,,,,,,,,
1004,Armstrong Aboriginal Corporation,22/08/1990,Deregistered,24/10/2009,Small,,NT,0870,ALICE SPRINGS,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1004,,,,,,,,,,,,,
1005,Malthouse Aboriginal Corporation,22/08/1990,Deregistered,24/10/2009,Small,,NT,0870,ALICE SPRINGS,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1005,,,,,,,,,,,,,
1006,Gumulawuru Aboriginal Corporation,11/04/1990,Deregistered,9/06/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1006,,,,,,,,,,,,,
1007,Djuluwon Aboriginal Corporation,28/03/1990,Deregistered,9/06/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1007,,,,,,,,,,,,,
1008,Bidijul Aboriginal Corporation,08/08/1990,Deregistered,8/12/2020,Small,,WA,6765,FITZROY CROSSING,Land and waters management?care for Country; Other,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1008,,,,,,,,,,,,,
1009,Djurabalak Musicians' (Aboriginal Corporation),27/03/1990,Deregistered,2/06/2004,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1009,,,,,,,,,,,,,
1010,Biloela Aboriginal and Torres Strait Islanders Corporation,15/03/1990,Deregistered,25/07/2001,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1010,,,,,,,,,,,,,
1011,National Committee to Defend Black Rights (CDBR) Aboriginal Corporation,04/09/1990,Deregistered,9/06/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1011,,,,,,,,,,,,,
1012,Bell Springs Aboriginal Corporation,08/10/1990,Registered,8/10/1990,Small,35683908730,WA,6743,Kununurra,Other,,19,5,4,1,0,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1012,,,,,,,,,,,,,
1013,Wanarkula Aboriginal Corporation,15/03/1990,Registered,15/03/1990,Small,,NT,0870,ALICE SPRINGS,Land and waters management?care for Country; Other,,29,8,0,4,0,,,,< $100K,< $100K,0,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1013,,,,,,,,,,,,,
1014,Gurra-Bunjya Youth Culture Training Camp Aboriginal Corporation,15/03/1990,Deregistered,27/03/2000,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1014,,,,,,,,,,,,,
1015,Lakes Entrance Gunai Women's Aboriginal Corporation,14/03/1990,Deregistered,9/06/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1015,,,,,,,,,,,,,
1016,Pilbara Aboriginal and Islander Women's Taskforce Aboriginal Corporation,27/03/1990,Deregistered,24/10/2009,Medium,,WA,6722,SOUTH HEDLAND,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1016,,,,,,,,,,,,,
1017,Morard Aboriginal Corporation,10/05/1990,Registered,10/05/1990,Small,77348408252,WA,6725,BROOME,Other; Other services,Y,5,2,2,0,0,< $100K,< $100K,0,< $100K,< $100K,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1017,,,,,,,,,,,,,
1018,Mungar Mungar Women's Learning Group Aboriginal Corporation,28/03/1990,Deregistered,5/06/2003,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1018,,,,,,,,,,,,,
1019,Leedi Aboriginal Corporation,09/04/1990,Deregistered,18/09/1995,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1019,,,,,,,,,,,,,
1020,Nyumwah Aboriginal Corporation,02/04/1990,Registered,2/04/1990,Small,,WA,6725,BROOME,Land and waters management?care for Country; Other,,16,5,2,3,0,< $100K,< $100K,0,< $100K,< $100K,0,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1020,,,,,,,,,,,,,
1021,"Kumbarada Outstation (Homeland) Centre ""Aboriginal Corporation""",29/03/1990,Deregistered,26/09/1995,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1021,,,,,,,,,,,,,
1022,Barranyi Aboriginal Corporation,29/03/1990,Registered,29/03/1990,Small,,NT,0854,BORROLOOLA,Other,,28,4,1,3,0,< $100K,< $100K,0,< $100K,< $100K,0,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1022,,,,,,,,,,,,,
1023,Binjari Community Aboriginal Corporation,06/04/1990,Registered,6/04/1990,Large,36057252298,NT,0852,KATHERINE,Community services; Construction; Education and training; Employment; Housing and tenancy; Municipal services; Other services; Transport and storage,Y,109,7,1,6,0,$100K - $5m,> $2.5m, 5-24,> $5m,> $2.5m, 5-24,> $5m,> $2.5m, 5-24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1023,,,,,,,,,,,,,
1024,The Geraldine Briggs Aboriginal Corporation,29/03/1990,Deregistered,18/09/1995,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1024,,,,,,,,,,,,,
1025,Gindaja Treatment and Healing Indigenous Corporation,27/04/1990,Registered,27/04/1990,Large,63659548014,QLD,4871,YARRABAH,Community services; Health care and health promotion; Other,Y,41,7,1,6,0,$100K - $5m,> $2.5m,> 24,$100K - $5m,> $2.5m,> 24,> $5m,> $2.5m,> 24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1025,,,,,,,,,,,,,
1026,Crossroads Aboriginal Corporation      LIQ,10/04/1990,Deregistered,12/03/1997,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1026,,,,,,,,,,,,,
1027,Top End Catholic Aboriginal Corporation,11/04/1990,Registered,11/04/1990,Small,62693971314,NT,0810,Wanguri,Other; Spiritual congregation and religion,Y,34,7,2,5,0,< $100K,$100K - $2.5m,0,< $100K,$100K - $2.5m,0,< $100K,$100K - $2.5m,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1027,,,,,,,,,,,,,
1028,Woomera Aboriginal Corporation Albury,11/04/1990,Registered,11/04/1990,Medium,26149803815,NSW,2640,ALBURY,Community services; Education and training; Health care and health promotion; Housing and tenancy; Other,Y,224,7,3,4,0,$100K - $5m,> $2.5m, 5-24,$100K - $5m,> $2.5m, 5-24,$100K - $5m,> $2.5m, 5-24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1028,,,,,,,,,,,,,
1029,The Coonamble Bowls Aboriginal Corporation,29/05/1990,Deregistered,27/08/1996,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1029,,,,,,,,,,,,,
1031,National Aboriginal Corporation for Funeral Management,07/05/1990,Deregistered,26/09/1995,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1031,,,,,,,,,,,,,
1032,Djarrung Aboriginal Corporation,07/05/1990,Registered,7/05/1990,Small,,NT,0852,KATHERINE,"Agriculture, aquaculture, forestry, fishing; Health care and health promotion; Heritage and culture; Land and waters management?care for Country; Other",,14,4,0,4,0,< $100K,< $100K,0,< $100K,< $100K,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1032,,,,,,,,,,,,,
1033,Kaltjiti Cattle (Aboriginal Corporation),07/05/1990,Deregistered,9/06/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1033,,,,,,,,,,,,,
1034,Mildura Aboriginal Corporation,10/05/1990,Deregistered,13/11/2008,Large,54334685198,VIC,3500,MILDURA,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1034,,,,,,,,,,,,,
1035,Ngudarra Bundgima Aboriginal Corporation,08/05/1990,Deregistered,9/06/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1035,,,,,,,,,,,,,
1036,Yalbillinga Boori Day Care Centre Aboriginal Corporation,29/05/1990,Registered,29/05/1990,Medium,49974983227,NSW,2794,Cowra,Education and training,Y,70,5,1,4,0,$100K - $5m,$100K - $2.5m, 5-24,$100K - $5m,$100K - $2.5m, 5-24,$100K - $5m,$100K - $2.5m, 5-24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1036,,,,,,,,,,,,,
1037,Tasmanian Aboriginal Land and Sea Council Aboriginal Corporation,10/05/1990,Deregistered,17/12/2019,Small,20214436712,TAS,7172,SORELL,Education and training; Land and waters management?care for Country; Other,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1037,,,,,,,,,,,,,
1038,Turtle Dreaming Palm Island Aboriginal Corporation,10/05/1990,Deregistered,7/01/1997,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1038,,,,,,,,,,,,,
1039,Wadja Wadja Aboriginal Corporation for Education,07/06/1990,Registered,7/06/1990,Medium,59392395955,QLD,4713,Woorabinda,Education and training; Employment,Y,28,4,2,2,0,$100K - $5m,> $2.5m, 5-24,$100K - $5m,> $2.5m, 5-24,$100K - $5m,> $2.5m, 5-24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1039,,,,,,,,,,,,,
1040,Carlginda Charra Aboriginal Corporation,02/10/1990,Deregistered,9/06/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1040,,,,,,,,,,,,,
1041,Gunyah Medical Centre Aboriginal Corporation,11/05/1990,Deregistered,15/08/1995,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1041,,,,,,,,,,,,,
1042,Kalkadoon Warriors Sporting Club Aboriginal Corporation,24/10/1990,Deregistered,27/08/1996,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1042,,,,,,,,,,,,,
1043,Bran Nue Dae Productions Aboriginal Corporation,23/05/1990,Deregistered,8/12/2020,Small,95934068832,WA,6725,BROOME,Other,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1043,,,,,,,,,,,,,
1044,Bulgarr Ngaru Medical Aboriginal Corporation,23/05/1990,Registered,23/05/1990,Large,67006943078,NSW,2460,SOUTH GRAFTON,Community services; Health care and health promotion,Y,14,8,2,4,0,> $5m,> $2.5m,0,> $5m,> $2.5m,> 24,> $5m,> $2.5m,> 24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1044,,,,,,,,,,,,,
1045,Mparntwe Sacred Sites Aboriginal Corporation,29/05/1990,Registered,29/05/1990,Small,,NT,0870,ALICE SPRINGS,Land and waters management?care for Country,,50,5,0,0,0,< $100K,< $100K,0,< $100K,< $100K,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1045,,,,,,,,,,,,,
1046,Minakuri Outstation Aboriginal Corporation,29/05/1990,Deregistered,9/06/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1046,,,,,,,,,,,,,
1047,Carnot Springs Aboriginal Corporation,29/05/1990,Registered,29/05/1990,Small,,WA,6725,BROOME,Land and waters management?care for Country; Other,,11,4,0,4,0,< $100K,< $100K,0,< $100K,< $100K,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1047,,,,,,,,,,,,,
1048,Gudrum Bunj Aboriginal Corporation,29/05/1990,Deregistered,9/06/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1048,,,,,,,,,,,,,
1049,Murphy Creek Aboriginal Corporation,29/05/1990,Registered,29/05/1990,Small,,WA,6726,CABLE BEACH,Land and waters management?care for Country,,22,3,2,1,0,< $100K,< $100K,0,,,,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1049,,,,,,,,,,,,,
1050,Ngappamilarnu Aboriginal Corporation,29/05/1990,Deregistered,22/06/2004,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1050,,,,,,,,,,,,,
1051,Nudugun Aboriginal Corporation,06/06/1990,Registered,3/08/2015,Small,45018085804,WA,6725,BROOME,Employment; Heritage and culture; Land and waters management?care for Country,,23,4,2,1,0,< $100K,< $100K,0,< $100K,< $100K,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1051,,,,,,,,,,,,,
1052,Gurrbalgun Aboriginal Corporation,06/06/1990,Deregistered,22/06/2010,Medium,,WA,6725,BROOME,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1052,,,,,,,,,,,,,
1053,Gulgulgwanja Aboriginal Corporation,29/05/1990,Deregistered,9/06/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1053,,,,,,,,,,,,,
1054,Maguwa Aboriginal Corporation,06/06/1990,Deregistered,9/06/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1054,,,,,,,,,,,,,
1055,Kalaw Kawaw Ya Torres Strait Islanders Corporation for Language Maintenance,06/06/1990,Deregistered,27/08/1996,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1055,,,,,,,,,,,,,
1056,Aboriginal and Torres Strait Islanders Corporation for AIDS Program,07/06/1990,Deregistered,9/06/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1056,,,,,,,,,,,,,
1057,Kooljaman Land Aboriginal Corporation,07/06/1990,Registered,7/06/1990,Small,12633987025,WA,6725,BROOME,Land and waters management?care for Country,,117,7,3,4,0,< $100K,< $100K, 5-24,< $100K,< $100K,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1057,,,,,,,,,,,,,
1058,Ngarabal Aboriginal Corporation,07/06/1990,Registered,7/06/1990,Small,56954744663,NSW,2360,INVERELL,Housing and tenancy,,27,4,2,2,0,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1058,,,,,,,,,,,,,
1059,Bulabula Arts Aboriginal Corporation,08/08/1990,Registered,8/08/1990,Medium,39532889069,NT,0822,Ramingining,Arts; Community services; Education and training; Heritage and culture; Manufacturing,Y,143,8,4,4,0,$100K - $5m,$100K - $2.5m, 5-24,$100K - $5m,$100K - $2.5m, 5-24,$100K - $5m,$100K - $2.5m, 5-24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1059,,,,,,,,,,,,,
1060,Women's Refuge Support Group Aboriginal Corporation,08/08/1990,Deregistered,9/06/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1060,,,,,,,,,,,,,
1061,Mungoorbada Aboriginal Corporation,02/10/1990,Registered,2/10/1990,Medium,13837964081,NT,0852,KATHERINE,"Agriculture, aquaculture, forestry, fishing; Arts; Community services; Construction; Education and training; Employment; Hospitality and tourism; Housing and tenancy; Land and waters management?care for Country; Municipal services; Other; Transport and storage; Wholesale and retail trade (shops)",Y,108,3,3,0,0,$100K - $5m,$100K - $2.5m, 5-24,$100K - $5m,> $2.5m, 5-24,$100K - $5m,> $2.5m, 5-24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1061,,,,,,,,,,,,,
1062,Woogaroo Aboriginal Corporation,30/08/1990,Deregistered,27/08/1996,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1062,,,,,,,,,,,,,
1063,Stingray Heads Fishing Aboriginal Corporation,08/08/1990,Deregistered,8/03/2023,Small,,NT,0810,MOIL,"Agriculture, aquaculture, forestry, fishing; Communication services",,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1063,,,,,,,,,,,,,
1064,Narrandool Aboriginal Corporation,08/08/1990,Deregistered,9/06/1999,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1064,,,,,,,,,,,,,
1065,Winnam Aboriginal and Torres Strait Islanders Corporation,29/08/1990,Registered,29/08/1990,Large,83593023581,QLD,4178,WYNNUM,Health care and health promotion; Housing and tenancy; Other,Y,99,8,3,5,0,$100K - $5m,> $2.5m,> 24,$100K - $5m,> $2.5m,> 24,$100K - $5m,> $2.5m,> 24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1065,,,,,,,,,,,,,
1066,Gerringong Housing Aboriginal Corporation,15/08/1990,Registered,15/08/1990,Medium,14069141051,NSW,2534,GERRINGONG,Housing and tenancy,Y,15,7,1,3,0,,,0,,,0,$100K - $5m,> $2.5m, 1-4,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1066,,,,,,,,,,,,,
1067,Yirralalem Aboriginal Corporation,29/08/1990,Deregistered,27/06/2011,Small,,WA,6743,Kununurra,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1067,,,,,,,,,,,,,
1068,Bundybunna Aboriginal Corporation,08/08/1990,Registered,8/08/1990,Small,97906389229,WA,6630,MULLEWA,"Agriculture, aquaculture, forestry, fishing; Land and waters management?care for Country",,29,6,3,0,0,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1068,,,,,,,,,,,,,
1069,Gamilaroi Arts and Dance Troupe Aboriginal Corporation,07/08/1990,Deregistered,27/08/1996,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=1069,,,,,,,,,,,,,
